genome_id_1	genome_id_2	identity_percent	coverage_percent	method	evidence_source	notes	skani_ani	skani_af_1_to_2	skani_af_2_to_1	skani_min_af	small_genomes_preset
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_A2b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_A3a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_A3b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_A3c	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_A3d	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_D7a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_D7b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_D7c	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K10PH82C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K11PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K12P1_1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K13PH07C1L	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K13PH07C1S	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K14PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K15PH90	87.220000	73.930000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	87.220000	75.020000	73.930000	73.930000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K16PH164C3	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K17alfa61	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K17alfa62	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K18PH07C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K1PH164C1	86.600000	64.480000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	86.600000	65.440000	64.480000	64.480000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K2064PH2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K2069PH1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K21lambda1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K23PH08C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K25PH129C1	86.560000	73.370000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	86.560000	74.260000	73.370000	73.370000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K27PH129C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K28PH129	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K29PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K2PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K2PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K2alfa62	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K30lambda2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K32PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K33PH14C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K34PH164	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K35PH164C3	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K39PH122C2	87.170000	84.850000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	87.170000	86.530000	84.850000	84.850000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K40PH129C1	86.770000	58.040000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	86.770000	58.650000	58.040000	58.040000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K43PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K45PH128C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K46PH129	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K48PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K49PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K50PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K51PH129C1	86.870000	79.960000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	86.870000	81.250000	79.960000	79.960000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K52PH129C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K53PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K54lambda1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K54lambda2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K56PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K57lambda1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K58PH129C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K60PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K61PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K62PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K63PH128	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1a	phagehostlearn_2024_phage_K65PH164	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
